FR01,SRS01
FR01,SRS02
FR01,SRS03
FR01,SRS04
FR02,SRS06
FR02,SRS21
FR02,SRS68
FR03,SRS07
FR03,SRS67
FR04,SRS07
FR04,SRS10
FR04,SRS12
FR04,SRS14
FR05,SRS18
FR05,SRS67
FR06,SRS11
FR07,SRS15
FR09,SRS16
FR09,SRS17
FR09,SRS18
FR12,SRS16
FR12,SRS18
FR12,SRS19
FR12,SRS64
FR13,SRS20
FR14,SRS21
FR14,SRS22
FR14,SRS23
FR14,SRS26
FR15,SRS26
FR16,SRS21
FR16,SRS22
FR16,SRS23
FR16,SRS26
FR17,SRS28
FR18,SRS27
FR18,SRS29
FR19,SRS15
FR21,SRS34
FR21,SRS36
FR22,SRS37
FR23,SRS34
FR23,SRS38
FR24,SRS40
FR24,SRS78
FR25,SRS41
FR26,SRS41
FR26,SRS44
FR27,SRS45
FR28,SRS47
FR28,SRS52
FR29,SRS48
FR29,SRS52
FR30,SRS27
FR30,SRS34
FR30,SRS49
FR31,SRS51
FR31,SRS60
FR32,SRS52
FR32,SRS53
FR32,SRS74
FR33,SRS53
FR34,SRS54
FR35,SRS55
FR35,SRS56
FR35,SRS57
FR36,SRS55
FR36,SRS56
FR36,SRS57
FR37,SRS55
FR37,SRS56
FR37,SRS57
FR38,SRS59
FR39,SRS51
FR39,SRS59
FR39,SRS60
FR40,SRS61
FR40,SRS64
FR41,SRS62
FR42,SRS59
FR42,SRS63
NFR01,SRS31
NFR01,SRS66
NFR01,SRS67
NFR02,SRS55
NFR02,SRS67
NFR02,SRS68
NFR03,SRS71
NFR03,SRS84
NFR03,SRS85
NFR04,SRS31
NFR04,SRS41
NFR04,SRS74
NFR05,SRS75
NFR05,SRS76
NFR06,SRS53
NFR06,SRS70
NFR06,SRS72
NFR08,SRS76
NFR09,SRS77
NFR10,SRS71
NFR10,SRS78
NFR10,SRS84
NFR11,SRS06
NFR11,SRS79
NFR11,SRS88
NFR12,SRS11
NFR12,SRS59
NFR12,SRS63
NFR13,SRS11
NFR13,SRS51
NFR13,SRS63
NFR14,SRS39
NFR14,SRS78
NFR15,SRS82
NFR16,SRS71
NFR16,SRS84
NFR16,SRS85
NFR17,SRS88
NFR17,SRS89
NFR18,SRS59
NFR19,SRS51
NFR19,SRS59
NFR19,SRS60
NFR20,SRS61
NFR21,SRS63
